HOLDDATE,LGCYINVESTORID,Delta
2019-12-31,2006241,4.6780665525783615e-05
2020-03-31,2006241,6.0740589068292617e-05
2020-06-30,2006241,0.00011420265526670616
2010-06-30,2006332,0.003998687018558308
2010-09-30,2006332,0.004586932942527672
2010-12-31,2006332,0.0028096095004331127
2011-03-31,2006332,0.0015815930144817034
2011-06-30,2006332,0.0025101381702383498
2011-09-30,2006332,0.002505646535688041
2011-12-31,2006332,0.002171014737722647
2012-03-31,2006332,0.0012870274017855508
2012-06-30,2006332,0.002195003562037314
2012-09-30,2006332,0.0010266289440818113
2012-12-31,2006332,0.0012160480388288082
2013-03-31,2006332,0.0006671765230391613
2013-06-30,2006332,0.0005613600430379001
2013-09-30,2006332,0.0007523058874935487
2013-12-31,2006332,0.0002417441864754411
2014-03-31,2006332,0.0004920574130752887
2014-06-30,2006332,0.0007885167933566418
2014-09-30,2006332,0.0002699644735263485
2014-12-31,2006332,0.0006797637313961017
2015-03-31,2006332,0.0003081461704297292
2015-06-30,2006332,0.0008691295994875
2015-09-30,2006332,0.00033301074046657186
2015-12-31,2006332,0.00025415696510696045
2016-03-31,2006332,0.00019865042916950284
2016-06-30,2006332,0.0007363500890581838
2016-09-30,2006332,0.00017290238015108778
2016-12-31,2006332,0.00033050238477675266
2017-03-31,2006332,0.0003396672851769939
2017-06-30,2006332,0.0002693609969994434
2017-09-30,2006332,0.0001667598666681565
2017-12-31,2006332,0.0003906120606788288
2018-03-31,2006332,0.0003216114325883344
2018-06-30,2006332,0.00042487153993167885
2018-09-30,2006332,0.0004906255304919373
2018-12-31,2006332,0.000504672319222528
2019-03-31,2006332,0.0008281542500589682
2019-06-30,2006332,0.00023942797705058544
2019-09-30,2006332,0.00029280522990902903
2019-12-31,2006332,0.00028521662349236866
2020-03-31,2006332,0.0004993865041895449
2020-06-30,2006332,0.0002879247995444849
2010-06-30,2006430,0.052827633864842766
2010-09-30,2006430,0.004981613282788336
2010-12-31,2006430,3.87948519572749e-05
2011-03-31,2006430,0.0003262989170415054
2011-06-30,2006430,0.07470676954241913
2011-09-30,2006430,0.00045540777349178566
2011-12-31,2006430,0.001895907732931484
2012-03-31,2006430,0.0008028724542947363
2012-06-30,2006430,0.00014261746487411953
2012-09-30,2006430,0.0010380868789697565
2012-12-31,2006430,0.0009501351193757773
2013-03-31,2006430,0.01816914510583761
2013-06-30,2006430,0.00642830817459603
2013-09-30,2006430,0.00982385057208447
2013-12-31,2006430,0.07368842996572637
2014-03-31,2006430,0.017551665618835737
2014-06-30,2006430,0.2163694230999261
2014-09-30,2006430,0.00015037291975906537
2014-12-31,2006430,7.232487535787055e-05
2015-03-31,2006430,0.004342439804223708
2015-06-30,2006430,0.003017094424139564
2015-09-30,2006430,0.00010758419271686684
2015-12-31,2006430,0.0024686434289256953
2016-03-31,2006430,0.003160010972196182
2016-06-30,2006430,0.008041241638712369
2016-09-30,2006430,0.0004704216217362405
2016-12-31,2006430,0.08340213067396532
2017-03-31,2006430,0.00020820668066169504
2017-06-30,2006430,0.0054914696272846215
2017-09-30,2006430,0.000871373689922292
2017-12-31,2006430,0.10045414418156706
2018-03-31,2006430,0.02150064926240578
2018-06-30,2006430,0.00039632384589392947
2018-09-30,2006430,0.0018722643180565629
2018-12-31,2006430,0.0005861259092436904
2019-03-31,2006430,0.002253231686573036
2019-06-30,2006430,0.008366882677203863
2019-09-30,2006430,0.003816587001116613
2019-12-31,2006430,0.00019451554484049984
2020-03-31,2006430,0.0514558069785357
2020-06-30,2006430,0.2519088632035841
2010-06-30,2006452,2.9406269956424394e-06
2010-09-30,2006452,1.667088273315639e-06
2010-12-31,2006452,1.3293237915927898e-06
2011-03-31,2006452,9.178022738265232e-07
2011-06-30,2006452,8.230166289613976e-07
2011-09-30,2006452,1.184216179530591e-06
2011-12-31,2006452,6.084074783403366e-07
2012-03-31,2006452,6.144229290127685e-07
2012-06-30,2006452,1.2602301443105459e-06
2012-09-30,2006452,7.937020730832895e-07
2012-12-31,2006452,5.632804664128001e-07
2013-03-31,2006452,5.347724653217942e-07
2013-06-30,2006452,4.800205023064412e-07
2013-09-30,2006452,4.624227201237654e-07
2013-12-31,2006452,5.405385675092823e-07
2014-03-31,2006452,4.0113023520742624e-07
2014-06-30,2006452,3.4932319883005657e-07
2014-09-30,2006452,2.9876871293979487e-07
2014-12-31,2006452,3.8246704971342245e-07
2015-03-31,2006452,3.412036319690801e-07
2015-06-30,2006452,2.5400795538690054e-07
2015-09-30,2006452,2.547221185103575e-07
2015-12-31,2006452,2.938915106077468e-07
2016-03-31,2006452,4.58684391638072e-07
2016-06-30,2006452,5.720784520367962e-07
2016-09-30,2006452,5.885671618975939e-07
2016-12-31,2006452,5.016303853702647e-07
2017-03-31,2006452,5.629736457647121e-07
2017-06-30,2006452,3.8615513787767225e-07
2017-09-30,2006452,3.502482341138437e-07
2017-12-31,2006452,4.47668922050967e-07
2018-03-31,2006452,3.9386317926141184e-07
2018-06-30,2006452,3.6328459039643957e-07
2018-09-30,2006452,2.737372154536155e-07
2018-12-31,2006452,3.9579636182866204e-07
2019-03-31,2006452,4.1954333808658593e-07
2019-06-30,2006452,1.9867761373714077e-07
2019-09-30,2006452,2.261545086698548e-07
2019-12-31,2006452,2.625639721671347e-07
2020-03-31,2006452,3.0848324127908076e-07
2020-06-30,2006452,3.512209691047962e-07
2010-06-30,2006474,1.0811259981037876e-05
2010-09-30,2006474,1.7898885176075672e-06
2010-12-31,2006474,2.066252672504e-06
2011-03-31,2006474,2.0863735519759987e-06
2011-06-30,2006474,2.033140966570726e-06
2011-09-30,2006474,2.008323920543762e-06
2011-12-31,2006474,1.302963930338199e-06
2012-03-31,2006474,1.3362573848094169e-06
2012-06-30,2006474,1.139524275830166e-06
2012-09-30,2006474,8.460158020496654e-07
2012-12-31,2006474,8.546061736011725e-07
2013-03-31,2006474,4.034757002229622e-06
2013-06-30,2006474,3.5057960312484573e-06
2013-09-30,2006474,1.1395934545552759e-06
2013-12-31,2006474,9.197363662507684e-06
2014-03-31,2006474,8.507242501609893e-06
2014-06-30,2006474,1.231306500425317e-06
2014-09-30,2006474,1.0486762545698434e-06
2014-12-31,2006474,1.4931563786058309e-06
2015-03-31,2006474,5.784427256390672e-06
2015-06-30,2006474,1.601028920713852e-06
2015-09-30,2006474,1.7770257680286477e-06
2015-12-31,2006474,1.734437808659438e-06
2016-03-31,2006474,3.368600537058767e-06
2016-06-30,2006474,2.571132707761904e-06
2016-09-30,2006474,6.750882304243886e-06
2016-12-31,2006474,2.83777223263071e-06
2017-03-31,2006474,8.188328289536441e-07
2017-06-30,2006474,1.2456362405304209e-06
2017-09-30,2006474,1.3826053965337112e-06
2017-12-31,2006474,1.934851516839433e-06
2018-03-31,2006474,2.9161946876334147e-06
2018-06-30,2006474,2.6272769564484473e-06
2018-09-30,2006474,3.85583943902268e-06
2018-12-31,2006474,4.0934936495560365e-06
2019-03-31,2006474,3.944414981928024e-06
2019-06-30,2006474,1.4515315453145103e-06
2019-09-30,2006474,4.387312238430842e-06
2019-12-31,2006474,1.972088618357006e-06
2020-03-31,2006474,5.9610313428823235e-06
2020-06-30,2006474,1.655144632266576e-06
2010-06-30,2006588,0.004247563633930892
2010-09-30,2006588,0.001409984453609416
2010-12-31,2006588,0.002881377950578877
2011-03-31,2006588,0.0018179881753715359
2011-06-30,2006588,0.00012892868873417798
2011-09-30,2006588,0.00012778718182030962
2011-12-31,2006588,0.0006642614281152932
2012-03-31,2006588,0.0002767662825694
2012-06-30,2006588,0.0001226490829200057
2012-09-30,2006588,9.96006487148834e-05
2012-12-31,2006588,0.004171587512028594
2013-03-31,2006588,0.0008536270334855997
2013-06-30,2006588,4.0882282194865714e-05
2013-09-30,2006588,0.00046790639188065393
2013-12-31,2006588,0.0003303162350143932
2014-03-31,2006588,0.00031621359797424784
2014-06-30,2006588,0.0001203981180848065
2014-09-30,2006588,0.00045255224459015157
2014-12-31,2006588,0.00205628811111883
2015-03-31,2006588,1.279290886497687e-05
2015-06-30,2006588,6.458594916153937e-05
2015-09-30,2006588,0.00010288582492471175
2015-12-31,2006588,6.768579936108503e-05
2016-03-31,2006588,0.00257335436172508
2016-06-30,2006588,4.486648110068891e-05
2016-09-30,2006588,0.001738484780972905
2016-12-31,2006588,4.6751925275018104e-05
2017-03-31,2006588,0.0002434425336112136
2017-06-30,2006588,0.0016392422591923119
2017-09-30,2006588,3.739698210903899e-05
2017-12-31,2006588,8.182625298628074e-05
2018-03-31,2006588,7.671628961605495e-05
2018-06-30,2006588,0.00033842072081632127
2018-09-30,2006588,0.00024187534432593754
2018-12-31,2006588,8.568759482843234e-05
2019-03-31,2006588,3.588498948982348e-05
2019-06-30,2006588,2.655552587736768e-05
2019-09-30,2006588,1.1814053881831062e-05
2019-12-31,2006588,3.9296760043148465e-05
2020-03-31,2006588,5.201150955108618e-05
2020-06-30,2006588,8.347966152536139e-05
2010-06-30,2006672,0.0010569973071975019
2010-09-30,2006672,0.0013433043262648474
2010-12-31,2006672,0.0006446601862608222
2011-03-31,2006672,0.000582623241629448
2011-06-30,2006672,0.00035334505802659554
2011-09-30,2006672,0.0023924725720186986
2011-12-31,2006672,0.0004938403925644532
2012-03-31,2006672,0.0007299262254221533
2012-06-30,2006672,0.00042085988872945287
2012-09-30,2006672,0.0008144427976715829
2012-12-31,2006672,0.0003792928623636885
2013-03-31,2006672,0.0005124146933680119
2013-06-30,2006672,0.0007176827763303973
2013-09-30,2006672,0.0018537445704517065
2013-12-31,2006672,0.0005857427188036259
2014-03-31,2006672,0.00039594792005522304
2014-06-30,2006672,0.0006168415391722376
2014-09-30,2006672,0.0003113211963387811
2014-12-31,2006672,0.0006193634103852327
2015-03-31,2006672,0.00032110482163943065
2015-06-30,2006672,0.00016091618242319568
2015-09-30,2006672,0.0008266391232799317
2015-12-31,2006672,0.0007386249196121952
2016-03-31,2006672,0.0005547936988455219
2016-06-30,2006672,0.00022394232045212662
2016-09-30,2006672,0.00015751093429715318
2016-12-31,2006672,0.00033626447900020226
2017-03-31,2006672,0.00011957798462267251
2017-06-30,2006672,0.0002628113168701586
2017-09-30,2006672,0.0004919417661697075
2017-12-31,2006672,0.00019273294315453145
2018-03-31,2006672,0.0001930250871947268
2018-06-30,2006672,0.00033847432325407136
2018-09-30,2006672,0.0004180739196156418
2018-12-31,2006672,0.0008371135739602537
2019-03-31,2006672,0.0005891852975045741
2019-06-30,2006672,0.00013789088883013484
2019-09-30,2006672,0.0002554098397811932
2019-12-31,2006672,0.00013002108308978063
2020-03-31,2006672,0.00047343661902507766
2020-06-30,2006672,0.0010364015601164675
2010-06-30,2006800,0.0002818612135356478
2010-09-30,2006800,1.035328961644501e-05
2010-12-31,2006800,0.00013871303013495475
2011-03-31,2006800,5.000615205178755e-05
2011-06-30,2006800,6.15028731234477e-06
2011-09-30,2006800,1.0449555561629716e-05
2011-12-31,2006800,2.3192895190054365e-05
2012-03-31,2006800,7.361235299425481e-06
2012-06-30,2006800,6.894131953609189e-06
2012-09-30,2006800,6.960762506414433e-06
2012-12-31,2006800,3.254800757899023e-06
2013-03-31,2006800,5.469281729133845e-06
2013-06-30,2006800,7.736953905306176e-05
2013-09-30,2006800,5.8322859054600975e-05
2013-12-31,2006800,8.496612928613072e-05
2014-03-31,2006800,7.088289016256992e-05
2014-06-30,2006800,7.516716133788092e-06
2014-09-30,2006800,1.9986106167830347e-06
2014-12-31,2006800,8.82728695897296e-05
2015-03-31,2006800,5.1091804694967326e-05
2015-06-30,2006800,5.953164972329229e-05
2015-09-30,2006800,1.0078685051229513e-05
2015-12-31,2006800,8.449942541275208e-05
2016-03-31,2006800,1.4985784738851535e-05
2016-06-30,2006800,1.2721740856079232e-05
2016-09-30,2006800,4.630835449183554e-06
2016-12-31,2006800,3.9375338581876506e-05
2017-03-31,2006800,1.4560039385664095e-05
2017-06-30,2006800,0.00011715827819048564
2017-09-30,2006800,4.710199841666837e-05
2017-12-31,2006800,5.679587356764278e-06
2018-03-31,2006800,1.2481286910301755e-05
2018-06-30,2006800,5.442043660655317e-06
2018-09-30,2006800,6.362019057611552e-05
2018-12-31,2006800,0.00016205504376065412
2019-03-31,2006800,6.600094552759049e-05
2019-06-30,2006800,6.3777575735096626e-06
2019-09-30,2006800,1.7153903943071284e-05
2019-12-31,2006800,7.474288480915551e-06
2020-03-31,2006800,5.74863802352203e-05
2020-06-30,2006800,4.581326248212223e-05
2010-06-30,2006825,0.0022441999639494638
2010-09-30,2006825,9.446520892254524e-05
2010-12-31,2006825,0.00011279700279693113
2011-03-31,2006825,8.328013124732096e-05
2011-06-30,2006825,1.5369486086862698e-05
2011-09-30,2006825,7.54153153240537e-05
2011-12-31,2006825,8.829462773573986e-05
2012-03-31,2006825,3.8213512293694494e-05
2012-06-30,2006825,4.4270737104370835e-05
2012-09-30,2006825,0.00034663834116311335
2012-12-31,2006825,0.00013705835697525728
2013-03-31,2006825,0.0002982822507271709
2013-06-30,2006825,5.070041437027645e-05
2013-09-30,2006825,7.184902168614868e-05
2013-12-31,2006825,3.172475278394151e-05
2014-03-31,2006825,5.14552615312789e-05
2014-06-30,2006825,0.0001295858805498833
2014-09-30,2006825,0.00015581885023863967
2014-12-31,2006825,7.562769977958921e-05
2015-03-31,2006825,0.00011012787478510603
2015-06-30,2006825,4.5365369364731174e-05
2015-09-30,2006825,5.53231761697418e-05
2015-12-31,2006825,0.00013482574858147682
2016-03-31,2006825,4.946669338122302e-05
2016-06-30,2006825,2.6717268352618794e-05
2016-09-30,2006825,4.0899076477024735e-05
2016-12-31,2006825,0.0002178949842841864
2017-03-31,2006825,9.653447168736352e-05
2017-06-30,2006825,6.233491867496164e-05
2017-09-30,2006825,9.465812597847506e-05
2017-12-31,2006825,5.118659039096413e-05
2018-03-31,2006825,0.00010772807573588674
2018-06-30,2006825,1.6391999068625243e-05
2018-09-30,2006825,7.36904553283362e-05
2018-12-31,2006825,0.0001907949140127259
2019-03-31,2006825,7.540334906773542e-05
2019-06-30,2006825,0.00022046493925815904
2019-09-30,2006825,8.745762084637359e-05
2019-12-31,2006825,0.0005209459300943107
2020-03-31,2006825,0.000328079268018158
2020-06-30,2006825,0.002631705753629699
2010-06-30,2006840,0.00019233369538657012
2010-09-30,2006840,4.457823541569817e-05
2010-12-31,2006840,4.130402598430171e-05
2011-03-31,2006840,6.63325706185231e-05
2011-06-30,2006840,3.2468013965345395e-05
2011-09-30,2006840,6.549373110050108e-05
2011-12-31,2006840,3.2429443628424554e-05
2012-03-31,2006840,4.0922146003518844e-05
2012-06-30,2006840,4.5391600206857725e-05
2012-09-30,2006840,4.321792936678819e-05
2012-12-31,2006840,9.644912590568586e-05
2013-03-31,2006840,8.488079919708686e-05
2013-06-30,2006840,3.3767080477113184e-05
2013-09-30,2006840,2.2422101011256806e-05
2013-12-31,2006840,1.6218362521914756e-05
2014-03-31,2006840,1.0536182590934177e-05
2014-06-30,2006840,1.7006791247027608e-05
2014-09-30,2006840,1.4718286568237866e-05
2014-12-31,2006840,1.4069565655589526e-05
2015-03-31,2006840,7.246248236476996e-06
2015-06-30,2006840,1.2248589971586335e-05
2015-09-30,2006840,2.771964122053785e-05
2015-12-31,2006840,2.6669937150851362e-05
2016-03-31,2006840,1.930801006214439e-05
2016-06-30,2006840,1.6480859152976503e-05
2016-09-30,2006840,1.5546881235239986e-05
2016-12-31,2006840,1.6124556289978468e-05
2017-03-31,2006840,1.9593210053189103e-05
2017-06-30,2006840,7.304885892301883e-05
2017-09-30,2006840,7.261542736256867e-05
2017-12-31,2006840,1.6512827835930483e-05
2018-03-31,2006840,5.590264828394455e-05
2018-06-30,2006840,1.84176670704008e-05
2018-09-30,2006840,2.787817550813963e-05
2018-12-31,2006840,2.9821012141630157e-05
2019-03-31,2006840,1.298075876668847e-05
2019-06-30,2006840,1.6800926183484387e-05
2019-09-30,2006840,2.9784856362828413e-05
2019-12-31,2006840,2.490441256061925e-05
2020-03-31,2006840,3.5867296550041e-05
2020-06-30,2006840,2.466051653323392e-05
2010-06-30,2006922,9.81797131642305e-05
2010-09-30,2006922,2.4589212826523875e-05
2010-12-31,2006922,5.929699011740215e-06
2011-03-31,2006922,1.0442862758432312e-05
2011-06-30,2006922,2.167899742878168e-05
2011-09-30,2006922,2.765564560000025e-05
2011-12-31,2006922,7.280091194025838e-06
2012-03-31,2006922,1.053898262884259e-05
2012-06-30,2006922,3.2562784980477e-05
2012-09-30,2006922,1.0738144561693448e-05
2012-12-31,2006922,5.327064380861206e-06
2013-03-31,2006922,5.111669047184954e-06
2013-06-30,2006922,6.056424807904736e-06
2013-09-30,2006922,1.1094571157448039e-05
2013-12-31,2006922,9.618078184577883e-06
2014-03-31,2006922,3.4996528614337488e-06
2014-06-30,2006922,5.063997055209642e-06
2014-09-30,2006922,2.074876980742483e-06
2014-12-31,2006922,8.437947460607412e-06
2015-03-31,2006922,2.538003180123069e-06
2015-06-30,2006922,4.396967173541326e-06
2015-09-30,2006922,4.509285340899596e-06
2015-12-31,2006922,6.435459885740483e-06
2016-03-31,2006922,7.697893277434007e-06
2016-06-30,2006922,1.2394565360752898e-06
2016-09-30,2006922,4.9903657143273245e-06
2016-12-31,2006922,3.6589549316582718e-06
2017-03-31,2006922,5.907026056688487e-06
2017-06-30,2006922,2.3225492246092467e-06
2017-09-30,2006922,8.133310475280778e-06
2017-12-31,2006922,2.280901204903891e-06
2018-03-31,2006922,5.853248502802553e-06
2018-06-30,2006922,7.777683465138555e-06
2018-09-30,2006922,2.710405126984925e-06
2018-12-31,2006922,5.6517822658042275e-06
2019-03-31,2006922,5.767752812131611e-06
2019-06-30,2006922,5.092859282136933e-06
2019-09-30,2006922,2.5139654621352532e-06
2019-12-31,2006922,2.3234539099125927e-06
2020-03-31,2006922,4.977473007600572e-06
2020-06-30,2006922,5.774555305016263e-06
2010-06-30,2006955,0.000769390860363701
2010-09-30,2006955,0.00010899859062327998
2010-12-31,2006955,0.0001831755551229103
2011-03-31,2006955,0.00019633968594039164
2011-06-30,2006955,0.00025915582197558114
2011-09-30,2006955,0.0005177223968513466
2011-12-31,2006955,0.00016837468711962137
2012-03-31,2006955,0.0001133058702113874
2012-06-30,2006955,0.00024558736880875726
2012-09-30,2006955,9.262819806084094e-05
2012-12-31,2006955,0.00038962907202379237
2013-03-31,2006955,0.00041613434768665217
2013-06-30,2006955,0.00019118984856096368
2013-09-30,2006955,0.00018251047778304437
2013-12-31,2006955,0.0002297113797207868
2014-03-31,2006955,0.0003107477933329904
2014-06-30,2006955,0.00013408144610024524
2014-09-30,2006955,0.00012364951670948754
2014-12-31,2006955,0.00016331220491193362
2015-03-31,2006955,0.00014448600035391033
2015-06-30,2006955,9.93403777708642e-05
2015-09-30,2006955,0.0004897179520262415
2015-12-31,2006955,0.00036908892241636416
2016-03-31,2006955,6.970909677605111e-05
2016-06-30,2006955,0.00013730570808161363
2016-09-30,2006955,8.754109840051359e-05
2016-12-31,2006955,0.00010880612709349648
2017-03-31,2006955,0.0012899777725229886
2017-06-30,2006955,6.84195892343061e-05
2017-09-30,2006955,0.0004118228255209995
2017-12-31,2006955,0.00013951103496172038
2018-03-31,2006955,8.747184830510181e-05
2018-06-30,2006955,0.00018407795656333025
2018-09-30,2006955,0.000616154025919825
2018-12-31,2006955,0.001354898564222676
2019-03-31,2006955,0.0002525005329237975
2019-06-30,2006955,0.0005906054794436466
2019-09-30,2006955,0.00013152253566874554
2019-12-31,2006955,0.0001504488869197928
2020-03-31,2006955,0.0016818837498085411
2020-06-30,2006955,0.0006243496565521522
2010-06-30,2006990,0.0003492321448579009
2010-09-30,2006990,3.2422224562357176e-05
2010-12-31,2006990,6.1995102385066525e-06
2011-03-31,2006990,1.6314389828361272e-05
2011-06-30,2006990,2.716259691393037e-05
2011-09-30,2006990,0.00020832467594184662
2011-12-31,2006990,8.316341195938576e-06
2012-03-31,2006990,7.0853300754198595e-06
2012-06-30,2006990,7.299900752031431e-06
2012-09-30,2006990,5.344034481638922e-06
2012-12-31,2006990,4.918338926242053e-06
2013-03-31,2006990,5.2726132961327335e-06
2013-06-30,2006990,1.981974039993609e-06
2013-09-30,2006990,4.742283820413061e-06
2013-12-31,2006990,1.0806218083341023e-05
2014-03-31,2006990,1.5774407367993744e-05
2014-06-30,2006990,3.530880880700574e-06
2014-09-30,2006990,4.4976247837270776e-06
2014-12-31,2006990,7.151466027935621e-06
2015-03-31,2006990,8.564209836116468e-06
2015-06-30,2006990,2.714537257676529e-06
2015-09-30,2006990,7.821299513520853e-06
2015-12-31,2006990,1.0599052323269484e-05
2016-03-31,2006990,1.288666441167838e-05
2016-06-30,2006990,3.289962929335371e-05
2016-09-30,2006990,1.4535777871682552e-06
2016-12-31,2006990,1.105125671070147e-06
2017-03-31,2006990,1.4971855672609491e-06
2017-06-30,2006990,4.24802790927834e-06
2017-09-30,2006990,1.935965039702409e-06
2017-12-31,2006990,1.1511641502403156e-06
2018-03-31,2006990,1.3718923074466022e-06
2018-06-30,2006990,9.215053137309187e-07
2018-09-30,2006990,7.853399623827165e-07
2018-12-31,2006990,1.864449067802275e-06
2019-03-31,2006990,8.458114179711407e-07
2019-06-30,2006990,1.7284471453294243e-06
2019-09-30,2006990,1.5471113937069431e-06
2019-12-31,2006990,1.2507889858337565e-06
2020-03-31,2006990,4.838029299718543e-06
2020-06-30,2006990,4.197568249912216e-06
2010-06-30,2007039,1.5008306061064311e-06
2010-09-30,2007039,1.3076973061810615e-07
2010-12-31,2007039,2.6535356208580024e-07
2011-03-31,2007039,1.3436726450329955e-07
2011-06-30,2007039,8.451330764833433e-08
2011-09-30,2007039,8.880895758725197e-08
2011-12-31,2007039,2.9214677924698744e-07
2012-03-31,2007039,2.787872997119817e-07
2012-06-30,2007039,3.09575631331601e-07
2012-09-30,2007039,9.655475915652791e-07
2012-12-31,2007039,9.283795167590021e-07
2013-03-31,2007039,3.217059601864264e-07
2013-06-30,2007039,5.17144964559935e-07
2013-09-30,2007039,5.838714811109964e-07
2013-12-31,2007039,3.093201883557018e-07
2014-03-31,2007039,3.670292844512061e-07
2014-06-30,2007039,3.261631698177936e-07
2014-09-30,2007039,3.547863405936528e-07
2014-12-31,2007039,2.6698247124677393e-07
2015-03-31,2007039,2.734395089157012e-07
2015-06-30,2007039,2.0386063723990004e-07
2015-09-30,2007039,2.561703851307253e-07
2015-12-31,2007039,2.962431159746133e-07
2016-03-31,2007039,2.2577074587580286e-07
2016-06-30,2007039,1.9389316356554035e-07
2016-09-30,2007039,2.0223496541418653e-07
2016-12-31,2007039,2.06880378712736e-07
2017-03-31,2007039,2.2859166525286913e-07
2017-06-30,2007039,2.47765626861939e-07
2017-09-30,2007039,3.309712184821961e-07
2017-12-31,2007039,2.9628054771035987e-07
2018-03-31,2007039,3.9973609567689735e-07
2018-06-30,2007039,3.7237088882257904e-07
2018-09-30,2007039,4.741089533842018e-07
2018-12-31,2007039,4.190839429119428e-07
2019-03-31,2007039,3.892009420962019e-07
2019-06-30,2007039,8.212360940304845e-07
2019-09-30,2007039,8.866458287273323e-07
2019-12-31,2007039,4.272976620100845e-07
2020-03-31,2007039,9.466385453580359e-07
2020-06-30,2007039,7.347072935943029e-07
2010-06-30,2007217,1.1232755841395837e-06
2010-09-30,2007217,7.152005033135679e-07
2010-12-31,2007217,6.473963889768872e-07
2011-03-31,2007217,4.040289234777022e-07
2011-06-30,2007217,4.726393461049597e-07
2011-09-30,2007217,4.2052119802538363e-07
2011-12-31,2007217,3.748016289643811e-07
2012-03-31,2007217,2.9050939146756567e-07
2012-06-30,2007217,2.3130426777127772e-07
2012-09-30,2007217,3.2442979815216805e-07
2012-12-31,2007217,2.77428914951383e-07
2013-03-31,2007217,3.151679253278813e-07
2013-06-30,2007217,2.544883324830661e-07
2013-09-30,2007217,2.481513022858029e-07
2013-12-31,2007217,2.0757627581276586e-07
2014-03-31,2007217,2.612784736173506e-07
2014-06-30,2007217,2.1137677707884157e-07
2014-09-30,2007217,2.789174690587711e-07
2014-12-31,2007217,2.9252301866725393e-07
2015-03-31,2007217,2.559400462414153e-07
2015-06-30,2007217,1.8791761067900492e-07
2015-09-30,2007217,1.7313216791681342e-07
2015-12-31,2007217,2.0975483690784015e-07
2016-03-31,2007217,1.7391754945592902e-07
2016-06-30,2007217,1.578673475171276e-07
2016-09-30,2007217,1.4963072831080785e-07
2016-12-31,2007217,1.4828917671275857e-07
2017-03-31,2007217,2.081676253143215e-07
2017-06-30,2007217,1.221550111026511e-07
2017-09-30,2007217,1.3663921671498101e-07
2017-12-31,2007217,1.3528806253118895e-07
2018-03-31,2007217,1.43226292029566e-07
2018-06-30,2007217,1.3605226331808224e-07
2018-09-30,2007217,1.0789088604631298e-07
2018-12-31,2007217,1.099235082632076e-07
2019-03-31,2007217,1.0540916377656297e-07
2019-06-30,2007217,8.709036787626353e-08
2019-09-30,2007217,8.640246707267637e-08
2019-12-31,2007217,2.2598793528948656e-07
2020-03-31,2007217,1.4391988630958556e-07
2020-06-30,2007217,2.828660020563257e-07
2010-06-30,2007403,0.0
2010-09-30,2007403,0.0
2010-12-31,2007403,0.0
2011-03-31,2007403,0.0
2011-06-30,2007403,0.0
2011-09-30,2007403,0.0
2011-12-31,2007403,0.0
2012-03-31,2007403,0.0
2012-06-30,2007403,0.0
2012-09-30,2007403,0.0
2012-12-31,2007403,0.0
2013-03-31,2007403,0.0
2013-06-30,2007403,0.0
2013-09-30,2007403,0.0
2013-12-31,2007403,0.0
2014-03-31,2007403,0.0
2014-06-30,2007403,0.0
2014-09-30,2007403,0.0
2014-12-31,2007403,0.0
2015-03-31,2007403,0.0
2015-06-30,2007403,0.0
2015-09-30,2007403,0.0
2015-12-31,2007403,0.00020470978301034574
2016-03-31,2007403,4.649610980900039e-05
2016-06-30,2007403,2.923443187759427e-05
2016-09-30,2007403,1.2689660100434284e-05
2016-12-31,2007403,2.0386791853345973e-05
2017-03-31,2007403,2.693627852411558e-05
2017-06-30,2007403,1.4031824285095214e-05
2017-09-30,2007403,2.152042166128546e-05
2017-12-31,2007403,1.8013779231837586e-05
2018-03-31,2007403,5.803743534109083e-06
2018-06-30,2007403,1.3766735353500116e-05
2018-09-30,2007403,7.463455506862903e-06
2018-12-31,2007403,2.7457609492651653e-05
2019-03-31,2007403,1.2476129097082691e-05
2019-06-30,2007403,4.417132329380095e-06
2019-09-30,2007403,1.3023940712525215e-05
2019-12-31,2007403,4.596163184305478e-05
2020-03-31,2007403,3.4237483538931457e-06
2020-06-30,2007403,6.281279069268084e-06
2010-06-30,2007683,0.0004645377633144667
2010-09-30,2007683,4.114611170905711e-05
2010-12-31,2007683,4.694729235520341e-05
2011-03-31,2007683,0.00021896055456600548
2011-06-30,2007683,3.730127795534428e-05
2011-09-30,2007683,0.00012871758841832758
2011-12-31,2007683,3.4153468255433604e-05
2012-03-31,2007683,6.275741120308635e-05
2012-06-30,2007683,9.505078477274874e-05
2012-09-30,2007683,4.643462607729904e-05
2012-12-31,2007683,0.00021253740483951345
2013-03-31,2007683,0.00014611796886900117
2013-06-30,2007683,4.1773418719178804e-05
2013-09-30,2007683,0.00011067508231224135
2013-12-31,2007683,7.350506898828498e-05
2014-03-31,2007683,7.611931500431126e-05
2014-06-30,2007683,3.8883957521832345e-05
2014-09-30,2007683,6.35661222768057e-05
2014-12-31,2007683,7.416662761750176e-05
2015-03-31,2007683,0.00015073098765426852
2015-06-30,2007683,3.653190211620893e-05
2015-09-30,2007683,0.00021074293586368417
2015-12-31,2007683,7.225169192830023e-05
2016-03-31,2007683,0.00022918649633076767
2016-06-30,2007683,0.00015494312943641465
2016-09-30,2007683,8.105654762199975e-05
2016-12-31,2007683,8.841283187501177e-05
2017-03-31,2007683,9.080164816013186e-05
2017-06-30,2007683,0.000151950473560629
