HOLDDATE,LGCYINVESTORID,Delta
2016-03-31,2002819,3.6274962968885313e-06
2016-06-30,2002819,3.868101554570449e-06
2016-09-30,2002819,5.249612537722137e-06
2016-12-31,2002819,4.55896099947885e-06
2017-03-31,2002819,3.990146965264949e-06
2017-06-30,2002819,3.3087922424864464e-06
2017-09-30,2002819,4.645496552269279e-06
2017-12-31,2002819,6.5087425298413126e-06
2018-03-31,2002819,5.43913080907155e-06
2018-06-30,2002819,4.08622169254963e-06
2018-09-30,2002819,2.9729999140162457e-06
2018-12-31,2002819,9.361516713995956e-06
2019-03-31,2002819,7.27691335519412e-06
2019-06-30,2002819,4.320584815659025e-06
2019-09-30,2002819,7.621737880555542e-06
2019-12-31,2002819,6.343607537947251e-06
2020-03-31,2002819,1.2588858840924445e-05
2020-06-30,2002819,4.704212752387481e-06
2010-06-30,2002823,2.0968510170740848e-06
2010-09-30,2002823,2.3085540507038192e-07
2010-12-31,2002823,4.5889813180964234e-08
2011-03-31,2002823,7.936706816416048e-08
2011-06-30,2002823,4.106020763101509e-08
2011-09-30,2002823,2.213522772616713e-07
2011-12-31,2002823,2.3509789079811248e-08
2012-03-31,2002823,9.84880779670378e-08
2012-06-30,2002823,2.7730755031359637e-07
2012-09-30,2002823,8.040132977597162e-08
2012-12-31,2002823,1.1367610213668403e-07
2013-03-31,2002823,2.0060697292721266e-07
2013-06-30,2002823,4.372742324140684e-07
2013-09-30,2002823,9.835248734640318e-08
2013-12-31,2002823,7.450273596269724e-08
2014-03-31,2002823,6.114243182981784e-08
2014-06-30,2002823,1.7610915112923263e-07
2014-09-30,2002823,2.018011940557468e-07
2014-12-31,2002823,1.0359115863722411e-06
2015-03-31,2002823,9.568441639685336e-07
2015-06-30,2002823,1.534946466102098e-06
2015-09-30,2002823,4.796710858423083e-07
2015-12-31,2002823,1.669347720906502e-07
2016-03-31,2002823,1.306942015310467e-07
2016-06-30,2002823,1.3605076766494723e-07
2016-09-30,2002823,1.2803426566192332e-07
2016-12-31,2002823,1.1512695247262484e-07
2017-03-31,2002823,2.6172640851987393e-07
2017-06-30,2002823,1.7260503912809704e-07
2017-09-30,2002823,1.0400216774380626e-07
2017-12-31,2002823,2.646714461749044e-07
2018-03-31,2002823,3.0455974396432556e-07
2018-06-30,2002823,1.9094661971701007e-07
2018-09-30,2002823,1.0063354327802088e-07
2018-12-31,2002823,9.283568889017497e-06
2019-03-31,2002823,6.712233712121756e-06
2019-06-30,2002823,7.686777550467461e-07
2019-09-30,2002823,1.3052955765340812e-07
2019-12-31,2002823,2.848304208802378e-06
2020-03-31,2002823,4.9981448116959575e-06
2020-06-30,2002823,2.5872677112996553e-06
2010-06-30,2002848,7.138987866373921e-07
2010-09-30,2002848,4.103326137308277e-08
2010-12-31,2002848,3.15627777652015e-08
2011-03-31,2002848,2.96189245747862e-08
2011-06-30,2002848,3.548731902462028e-08
2011-09-30,2002848,5.679536732890165e-08
2011-12-31,2002848,3.338084077284791e-08
2012-03-31,2002848,4.9344711798634524e-08
2012-06-30,2002848,4.637368715005487e-08
2012-09-30,2002848,3.2985174296874404e-08
2012-12-31,2002848,7.517022155499167e-08
2013-03-31,2002848,4.193815885880448e-08
2013-06-30,2002848,3.6369305451641965e-08
2013-09-30,2002848,3.3786825826291205e-08
2013-12-31,2002848,3.9832614251739435e-08
2014-03-31,2002848,5.3150519351601536e-08
2014-06-30,2002848,5.759223511488043e-08
2014-09-30,2002848,3.834595402329341e-08
2014-12-31,2002848,4.6598197290465833e-08
2015-03-31,2002848,9.723608812842944e-08
2015-06-30,2002848,1.0099318877916752e-07
2015-09-30,2002848,7.235725014659497e-08
2015-12-31,2002848,4.4253600398931903e-08
2016-03-31,2002848,5.15449763114413e-08
2016-06-30,2002848,4.60968036356198e-08
2016-09-30,2002848,4.0828671834034465e-08
2016-12-31,2002848,4.535415000734126e-08
2017-03-31,2002848,4.598314386913978e-08
2017-06-30,2002848,3.5904652342450694e-08
2017-09-30,2002848,3.266819654951578e-08
2017-12-31,2002848,2.5148672819238504e-08
2018-03-31,2002848,5.851501434107524e-08
2018-06-30,2002848,4.4067874360964415e-08
2018-09-30,2002848,3.18142413668308e-08
2018-12-31,2002848,4.470798669294624e-08
2019-03-31,2002848,5.4647357268568516e-08
2019-06-30,2002848,2.4724771804286845e-08
2019-09-30,2002848,3.0266120161295766e-08
2019-12-31,2002848,2.5634537950312166e-08
2020-03-31,2002848,8.451685653308758e-08
2020-06-30,2002848,4.508721446203584e-08
2010-06-30,2002867,1.289318356573357e-06
2010-09-30,2002867,7.383782276528997e-08
2010-12-31,2002867,9.034808321194914e-08
2011-03-31,2002867,7.277631996801871e-08
2011-06-30,2002867,8.483202845966899e-08
2011-09-30,2002867,9.264317424911042e-08
2011-12-31,2002867,4.3284547233358614e-08
2012-03-31,2002867,7.18125041720083e-08
2012-06-30,2002867,7.052828864805332e-08
2012-09-30,2002867,5.906128259901519e-08
2012-12-31,2002867,8.036865629564148e-08
2013-03-31,2002867,5.887111161906152e-08
2013-06-30,2002867,5.9325248202546035e-08
2013-09-30,2002867,5.440111329712772e-08
2013-12-31,2002867,4.789446647470863e-08
2014-03-31,2002867,4.310930412077419e-08
2014-06-30,2002867,5.5352435308399774e-08
2014-09-30,2002867,3.616005974934031e-08
2014-12-31,2002867,6.347933609636438e-08
2015-03-31,2002867,4.30172887795372e-08
2015-06-30,2002867,4.7103474670456377e-08
2015-09-30,2002867,5.5710005945990905e-08
2015-12-31,2002867,5.734846316796305e-08
2016-03-31,2002867,8.250973104619312e-08
2016-06-30,2002867,5.3962152336733414e-08
2016-09-30,2002867,5.237100417905136e-08
2016-12-31,2002867,5.57133510999164e-08
2017-03-31,2002867,4.4066004094941184e-08
2017-06-30,2002867,3.3208429814989026e-08
2017-09-30,2002867,3.777304234460283e-08
2017-12-31,2002867,3.6006509479489594e-08
2018-03-31,2002867,4.633938234261664e-08
2018-06-30,2002867,4.141436841675951e-08
2018-09-30,2002867,5.3894254351041245e-08
2018-12-31,2002867,5.0739183828912845e-08
2019-03-31,2002867,5.911638359583875e-08
2019-06-30,2002867,4.39224472804891e-07
2019-09-30,2002867,4.607269697982106e-08
2019-12-31,2002867,3.379278834040316e-08
2020-03-31,2002867,1.1228491642511037e-07
2020-06-30,2002867,5.4891555622810673e-08
2010-06-30,2002875,2.673358710647529e-06
2010-09-30,2002875,1.8720195396755798e-07
2010-12-31,2002875,1.489535091108598e-07
2011-03-31,2002875,1.842902419597445e-07
2011-06-30,2002875,1.990674460060273e-07
2011-09-30,2002875,2.948414244500152e-07
2011-12-31,2002875,1.3654311977937141e-07
2012-03-31,2002875,1.8775256356450898e-07
2012-06-30,2002875,1.3536998664472472e-07
2012-09-30,2002875,1.311329373495909e-07
2012-12-31,2002875,2.5267037882383864e-07
2013-03-31,2002875,2.630501296428017e-07
2013-06-30,2002875,1.804633345474312e-07
2013-09-30,2002875,1.9248023271692406e-07
2013-12-31,2002875,1.7809807067173855e-07
2014-03-31,2002875,1.8778735648413545e-07
2014-06-30,2002875,3.41282710038965e-07
2014-09-30,2002875,1.6833720150109738e-07
2014-12-31,2002875,3.0111728968189874e-07
2015-03-31,2002875,1.336742341212013e-07
2015-06-30,2002875,1.3090811807513974e-07
2015-09-30,2002875,1.958277748391929e-07
2015-12-31,2002875,1.7428774167560795e-07
2016-03-31,2002875,1.9485960068758529e-07
2016-06-30,2002875,1.8467754785323972e-07
2016-09-30,2002875,1.541825846188306e-07
2016-12-31,2002875,1.507265491699759e-07
2017-03-31,2002875,1.2729687737519818e-07
2017-06-30,2002875,1.1759346145395221e-07
2017-09-30,2002875,1.135117117585815e-07
2017-12-31,2002875,1.5627107084205125e-07
2018-03-31,2002875,1.1942546590880295e-07
2018-06-30,2002875,1.688209600864157e-07
2018-09-30,2002875,1.651365555951958e-07
2018-12-31,2002875,1.3843552228258432e-07
2019-03-31,2002875,1.3471677896215072e-07
2019-06-30,2002875,1.296931270523046e-07
2019-09-30,2002875,1.67315009311392e-07
2019-12-31,2002875,1.558743824986032e-07
2020-03-31,2002875,2.630137087229254e-07
2020-06-30,2002875,1.6927992635608464e-07
2010-06-30,2002921,1.1733319742808965e-05
2010-09-30,2002921,4.916485026684407e-07
2010-12-31,2002921,3.9147535903549524e-07
2011-03-31,2002921,9.340528667548908e-07
2011-06-30,2002921,3.6554092658857815e-07
2011-09-30,2002921,8.833331966606207e-07
2011-12-31,2002921,4.86739551779116e-07
2012-03-31,2002921,1.374518792815281e-06
2012-06-30,2002921,6.093945018933e-07
2012-09-30,2002921,4.82355517651426e-07
2012-12-31,2002921,7.401366387569259e-07
2013-03-31,2002921,6.37211384853988e-07
2013-06-30,2002921,6.46365845789655e-07
2013-09-30,2002921,6.011599406057324e-07
2013-12-31,2002921,8.206112973182015e-07
2014-03-31,2002921,7.085111338205292e-07
2014-06-30,2002921,7.580419297996031e-07
2014-09-30,2002921,5.160913055661853e-07
2014-12-31,2002921,7.785881550502483e-07
2015-03-31,2002921,4.126634365544063e-07
2015-06-30,2002921,5.600708230079075e-07
2015-09-30,2002921,1.119299869594862e-06
2015-12-31,2002921,1.3553538222256563e-06
2016-03-31,2002921,8.370007496481159e-07
2016-06-30,2002921,8.085459154308975e-07
2016-09-30,2002921,5.945768121850451e-07
2016-12-31,2002921,1.0280001999831631e-06
2017-03-31,2002921,1.5746700164583715e-06
2017-06-30,2002921,1.0661838175754904e-06
2017-09-30,2002921,4.98375376994044e-07
2017-12-31,2002921,4.746596749659896e-07
2018-03-31,2002921,9.249778969693441e-07
2018-06-30,2002921,6.923553975599218e-07
2018-09-30,2002921,3.6928027968297404e-07
2018-12-31,2002921,6.170462567907234e-07
2019-03-31,2002921,5.957226636949521e-07
2019-06-30,2002921,3.806698766622729e-07
2019-09-30,2002921,3.1477104355885035e-07
2019-12-31,2002921,2.796870847154241e-07
2020-03-31,2002921,9.456496657178765e-07
2020-06-30,2002921,3.973606192624686e-07
2010-06-30,2002946,1.0185983982907593e-05
2010-09-30,2002946,1.3303446813654648e-05
2010-12-31,2002946,1.571299833472394e-06
2011-03-31,2002946,9.882532620168176e-06
2011-06-30,2002946,1.1278108485462605e-05
2011-09-30,2002946,3.0341679550516703e-06
2011-12-31,2002946,6.826078701799143e-06
2012-03-31,2002946,4.513943691385149e-07
2012-06-30,2002946,1.6106317793962825e-06
2012-09-30,2002946,8.818659812524134e-06
2012-12-31,2002946,4.0091261366387537e-07
2013-03-31,2002946,1.3104081326975712e-05
2013-06-30,2002946,7.690965574430522e-07
2013-09-30,2002946,1.7813886044817436e-06
2013-12-31,2002946,1.3934249072290495e-06
2014-03-31,2002946,5.059632491286536e-06
2014-06-30,2002946,1.1690595013721777e-06
2014-09-30,2002946,5.048900022342608e-07
2014-12-31,2002946,1.455854562079915e-06
2015-03-31,2002946,3.96757085333603e-06
2015-06-30,2002946,8.918881994495382e-07
2015-09-30,2002946,2.6238898454933885e-07
2015-12-31,2002946,4.038294017350196e-06
2016-03-31,2002946,8.638203738144783e-07
2016-06-30,2002946,2.09174234937326e-06
2016-09-30,2002946,6.796978669614182e-07
2016-12-31,2002946,2.630287602242516e-07
2017-03-31,2002946,1.000861861613459e-06
2017-06-30,2002946,4.0128282339697673e-07
2017-09-30,2002946,2.596979885085265e-07
2017-12-31,2002946,2.4116334049683254e-07
2018-03-31,2002946,2.143378439973655e-07
2018-06-30,2002946,7.49317816012993e-07
2018-09-30,2002946,3.5501047120507204e-07
2018-12-31,2002946,6.210244886531139e-07
2019-03-31,2002946,5.990385143573607e-07
2019-06-30,2002946,2.5925287948029765e-07
2019-09-30,2002946,3.4267589322053114e-07
2019-12-31,2002946,5.541971431383552e-07
2020-03-31,2002946,2.1374541304830736e-06
2020-06-30,2002946,2.9334041352493263e-06
2010-06-30,2002947,4.423712866126685e-06
2010-09-30,2002947,3.684207820571022e-07
2010-12-31,2002947,3.3858198249908446e-07
2011-03-31,2002947,4.3310492034594566e-07
2011-06-30,2002947,3.260958731462933e-07
2011-09-30,2002947,3.6244123623987353e-07
2011-12-31,2002947,3.901782103914417e-07
2012-03-31,2002947,5.877856391883132e-07
2012-06-30,2002947,5.701601424402445e-07
2012-09-30,2002947,3.6418450430078934e-07
2012-12-31,2002947,3.2886381335603305e-07
2013-03-31,2002947,4.993092822232797e-07
2013-06-30,2002947,6.008359323395225e-07
2013-09-30,2002947,8.522848346022158e-07
2013-12-31,2002947,4.4270739785230504e-07
2014-03-31,2002947,6.924070950643186e-07
2014-06-30,2002947,6.955938876160334e-07
2014-09-30,2002947,8.892708642034729e-07
2014-12-31,2002947,4.6508705534500256e-07
2015-03-31,2002947,7.152843009656074e-07
2015-06-30,2002947,4.709559870235647e-07
2015-09-30,2002947,7.328444069449983e-07
2015-12-31,2002947,6.197198034678981e-07
2016-03-31,2002947,6.663719192829435e-07
2016-06-30,2002947,5.522310984504819e-07
2016-09-30,2002947,5.050946408069438e-07
2016-12-31,2002947,7.390917741214993e-07
2017-03-31,2002947,6.231654217992468e-07
2017-06-30,2002947,4.085195513976295e-07
2017-09-30,2002947,4.275612833760116e-07
2017-12-31,2002947,4.1524064896290936e-07
2018-03-31,2002947,5.837829965512733e-07
2018-06-30,2002947,5.652583765380702e-07
2018-09-30,2002947,4.458376075625701e-07
2018-12-31,2002947,7.35497624096059e-07
2019-03-31,2002947,8.522374045808621e-07
2019-06-30,2002947,6.218576142447343e-07
2019-09-30,2002947,8.757796606687809e-07
2019-12-31,2002947,7.303013361483081e-07
2020-03-31,2002947,1.5194559061501575e-06
2020-06-30,2002947,1.274045422764506e-06
2010-06-30,2002962,4.045090271796113e-05
2010-09-30,2002962,6.091668403380823e-06
2010-12-31,2002962,3.898591832309852e-06
2011-03-31,2002962,4.853250428307556e-06
2011-06-30,2002962,3.4672876187934213e-06
2011-09-30,2002962,6.368276322835542e-06
2011-12-31,2002962,2.8531184419244693e-06
2012-03-31,2002962,6.368275197657479e-06
2012-06-30,2002962,4.6366428418813866e-06
2012-09-30,2002962,3.380920976397377e-06
2012-12-31,2002962,4.103460532649608e-06
2013-03-31,2002962,7.145853486105334e-06
2013-06-30,2002962,6.0813788348925694e-06
2013-09-30,2002962,5.223031808679357e-06
2013-12-31,2002962,5.4630614441026635e-06
2014-03-31,2002962,4.226292549805074e-06
2014-06-30,2002962,3.987316758989466e-06
2014-09-30,2002962,4.6602360134926665e-06
2014-12-31,2002962,4.654337814466542e-06
2015-03-31,2002962,2.5229005562686796e-06
2015-06-30,2002962,6.522399236024477e-06
2015-09-30,2002962,7.55543918851111e-06
2015-12-31,2002962,7.16864787789792e-06
2016-03-31,2002962,6.0914500499038574e-06
2016-06-30,2002962,3.378518096019493e-06
2016-09-30,2002962,3.54545572214735e-06
2016-12-31,2002962,7.218403222413713e-06
2017-03-31,2002962,3.9281860836987e-06
2017-06-30,2002962,7.142525024609361e-06
2017-09-30,2002962,2.3810505606660006e-06
2017-12-31,2002962,4.307386922899335e-06
2018-03-31,2002962,5.255327654647176e-06
2018-06-30,2002962,3.6587923439276284e-06
2018-09-30,2002962,5.537685887788867e-06
2018-12-31,2002962,7.388707281380363e-06
2019-03-31,2002962,4.48299115298755e-06
2019-06-30,2002962,4.027056617190554e-06
2019-09-30,2002962,2.3936939345883146e-06
2019-12-31,2002962,3.7584174349029954e-06
2020-03-31,2002962,7.965745650766483e-06
2020-06-30,2002962,6.739825014700416e-06
2010-06-30,2002964,2.1057377813623088e-06
2010-09-30,2002964,4.528357065065465e-07
2010-12-31,2002964,1.8255821358349145e-07
2011-03-31,2002964,9.196596901595606e-08
2011-06-30,2002964,5.181262526175994e-08
2011-09-30,2002964,9.282591967121838e-08
2011-12-31,2002964,3.846307993936258e-07
2012-03-31,2002964,4.6318520961601286e-07
2012-06-30,2002964,5.572994547558861e-07
2012-09-30,2002964,3.1126512172506125e-07
2012-12-31,2002964,2.7653968168674564e-07
2013-03-31,2002964,8.985271211578862e-07
2013-06-30,2002964,1.182229872993094e-06
2013-09-30,2002964,1.689807544830965e-07
2013-12-31,2002964,3.854634710132084e-07
2014-03-31,2002964,5.674465747604289e-07
2014-06-30,2002964,2.6431331471242085e-07
2014-09-30,2002964,5.5565974643229006e-08
2014-12-31,2002964,3.105891683685024e-07
2015-03-31,2002964,5.809893815330606e-07
2015-06-30,2002964,9.736930182379953e-08
2015-09-30,2002964,6.266111366230085e-07
2015-12-31,2002964,1.6843199797505467e-07
2016-03-31,2002964,7.574555154981533e-08
2016-06-30,2002964,8.78263208089306e-08
2016-09-30,2002964,3.0261913088887173e-07
2016-12-31,2002964,2.3891705194378097e-07
2017-03-31,2002964,2.277555098888207e-07
2017-06-30,2002964,8.90361301740754e-08
2017-09-30,2002964,5.9130484628879145e-08
2017-12-31,2002964,1.5062129842251926e-07
2018-03-31,2002964,9.207193565468e-08
2018-06-30,2002964,7.663822173163083e-08
2018-09-30,2002964,8.557089175770126e-08
2018-12-31,2002964,2.113325988246886e-07
2019-03-31,2002964,2.175535196747517e-07
2019-06-30,2002964,8.747558762404954e-08
2019-09-30,2002964,9.865754614331548e-08
2019-12-31,2002964,6.966234754123756e-08
2020-03-31,2002964,2.0058080892521941e-07
2020-06-30,2002964,1.7848134901469146e-07
2010-06-30,2002975,1.3533126572785053e-05
2010-09-30,2002975,3.9576181988410003e-07
2010-12-31,2002975,2.981823156121229e-07
2011-03-31,2002975,3.3243079915881064e-07
2011-06-30,2002975,2.355375595526277e-07
2011-09-30,2002975,2.859720865868503e-07
2011-12-31,2002975,2.262564777129045e-07
2012-03-31,2002975,3.277415631004944e-07
2012-06-30,2002975,2.3771257082751843e-07
2012-09-30,2002975,1.907589461786047e-07
2012-12-31,2002975,5.841586712164658e-07
2013-03-31,2002975,6.563347329399738e-07
2013-06-30,2002975,1.2316068758668393e-07
2013-09-30,2002975,1.2336195314957027e-07
2013-12-31,2002975,1.2475360738270358e-07
2014-03-31,2002975,1.0890565090713728e-07
2014-06-30,2002975,2.820943981708291e-07
2014-09-30,2002975,8.447494290337269e-08
2014-12-31,2002975,1.3384347923418945e-07
2015-03-31,2002975,4.626479320291728e-07
2015-06-30,2002975,1.251419611320446e-07
2015-09-30,2002975,1.45123744214118e-07
2015-12-31,2002975,2.7902725447015217e-07
2016-03-31,2002975,1.2860991542818608e-07
2016-06-30,2002975,1.6585169581454788e-07
2016-09-30,2002975,1.492977361861277e-07
2016-12-31,2002975,1.915137821475245e-07
2017-03-31,2002975,1.94266405400154e-07
2017-06-30,2002975,2.4986563670850637e-07
2017-09-30,2002975,1.1558213429596732e-07
2017-12-31,2002975,1.8412517844331574e-07
2018-03-31,2002975,9.139215438620744e-08
2018-06-30,2002975,1.3892471384155068e-07
2018-09-30,2002975,3.8632125084649626e-07
2018-12-31,2002975,5.228188234333878e-07
2019-03-31,2002975,1.451638518279465e-07
2019-06-30,2002975,1.0438298761679544e-07
2019-09-30,2002975,1.0826794600639588e-07
2019-12-31,2002975,9.917089896735485e-08
2020-03-31,2002975,7.559442896285319e-07
2020-06-30,2002975,2.980082306031949e-07
2010-06-30,2003003,1.1447990657099755e-06
2010-09-30,2003003,3.733227826561964e-08
2010-12-31,2003003,4.527032400552217e-08
2011-03-31,2003003,1.7546054471290956e-08
2011-06-30,2003003,1.9547443694884146e-08
2011-09-30,2003003,3.9485168298502775e-08
2011-12-31,2003003,2.7754608158266472e-08
2012-03-31,2003003,3.861108817866078e-08
2012-06-30,2003003,9.103211708292387e-08
2012-09-30,2003003,3.992665554275328e-08
2012-12-31,2003003,1.0845565456113596e-07
2013-03-31,2003003,5.193843659174093e-08
2013-06-30,2003003,3.344773289158399e-08
2013-09-30,2003003,2.327312646624909e-08
2013-12-31,2003003,2.4828622723041616e-08
2014-03-31,2003003,2.4214439958428433e-08
2014-06-30,2003003,4.9080317293236836e-08
2014-09-30,2003003,1.7555767368723567e-08
2014-12-31,2003003,2.328948772267286e-08
2015-03-31,2003003,2.5113679120764322e-08
2015-06-30,2003003,1.819188328144454e-08
2015-09-30,2003003,2.7339230124680746e-08
2015-12-31,2003003,2.083902443525829e-08
2016-03-31,2003003,2.8122629220528334e-08
2016-06-30,2003003,2.135250720026632e-08
2016-09-30,2003003,1.7316588859094167e-08
2016-12-31,2003003,2.910552953805862e-08
2017-03-31,2003003,2.056027930949117e-08
2017-06-30,2003003,1.090893330920043e-08
2017-09-30,2003003,3.4923293433491774e-08
2017-12-31,2003003,1.4376052220528433e-08
2018-03-31,2003003,1.894999526720924e-08
2018-06-30,2003003,1.7885368125087188e-08
2018-09-30,2003003,1.6910760097832836e-08
2018-12-31,2003003,4.443877449469549e-08
2019-03-31,2003003,2.66854298959772e-08
2019-06-30,2003003,2.4247852942550903e-08
2019-09-30,2003003,2.57852924432343e-08
2019-12-31,2003003,2.568722787794045e-08
2020-03-31,2003003,7.094581288537892e-08
2020-06-30,2003003,5.7169698503212247e-08
2010-06-30,2003064,0.0010714301560673498
2010-09-30,2003064,2.706227715502475e-05
2010-12-31,2003064,3.980192886713917e-06
2011-03-31,2003064,2.514606906150871e-06
2011-06-30,2003064,4.958213271194087e-06
2011-09-30,2003064,8.595573324354251e-06
2011-12-31,2003064,3.6190700878103145e-05
2012-03-31,2003064,8.907233132181799e-07
2012-06-30,2003064,2.72362423893718e-06
2012-09-30,2003064,1.6382594486165315e-06
2012-12-31,2003064,0.00020828827246263592
2013-03-31,2003064,7.98212764180435e-06
2013-06-30,2003064,0.0001811767347441645
2013-09-30,2003064,2.8774714790434198e-05
2013-12-31,2003064,8.460270702731414e-05
2014-03-31,2003064,3.268150690588352e-05
2014-06-30,2003064,3.6801153945452905e-05
2014-09-30,2003064,2.2772296728961733e-05
2014-12-31,2003064,6.570842934607791e-05
2015-03-31,2003064,1.594044994417324e-05
2015-06-30,2003064,9.394142424029337e-06
2015-09-30,2003064,9.426257540165544e-05
2015-12-31,2003064,7.256171771580744e-05
2016-03-31,2003064,7.094963899881026e-05
2016-06-30,2003064,0.00010734512156956203
2016-09-30,2003064,4.976874582697263e-05
2016-12-31,2003064,6.273038290773792e-06
2017-03-31,2003064,2.397530280257259e-05
2017-06-30,2003064,0.00013186118087547867
2017-09-30,2003064,0.00015010834161407655
2017-12-31,2003064,0.00019074157417052983
2018-03-31,2003064,0.0007880394474461698
2018-06-30,2003064,0.0004864617531827793
2018-09-30,2003064,0.00021440506761315512
2018-12-31,2003064,0.000647314244280261
2019-03-31,2003064,0.00026992383571853635
2019-06-30,2003064,0.00013796473369800266
2019-09-30,2003064,0.005859780704003711
2019-12-31,2003064,7.398800429480497e-05
2020-03-31,2003064,0.0004725284885847525
2020-06-30,2003064,0.00497250359111544
2010-06-30,2003101,0.006148944352958
2010-09-30,2003101,0.0005139737202026816
2010-12-31,2003101,0.00039160663796566566
2011-03-31,2003101,0.00016236181030471729
2011-06-30,2003101,2.453253169446657e-05
2011-09-30,2003101,3.9651940084300874e-05
2011-12-31,2003101,0.00010843595952691922
2012-03-31,2003101,2.6748459430539635e-05
2012-06-30,2003101,3.500411789791487e-06
2012-09-30,2003101,7.151782496923117e-06
2012-12-31,2003101,6.053497101966819e-05
2013-03-31,2003101,5.255490255481637e-05
2013-06-30,2003101,3.029104139480545e-05
2013-09-30,2003101,7.127204232064062e-05
2013-12-31,2003101,1.6652884031120025e-05
2014-03-31,2003101,3.513915510654662e-05
2014-06-30,2003101,1.8995145760575448e-05
2014-09-30,2003101,2.3257145585499623e-05
2014-12-31,2003101,1.666686522815319e-05
2015-03-31,2003101,1.1994438969464904e-05
2015-06-30,2003101,1.0185826354146113e-05
2015-09-30,2003101,1.011347653273492e-05
2015-12-31,2003101,9.588960695336673e-06
2016-03-31,2003101,2.1491339556444236e-05
2016-06-30,2003101,1.5096702380033832e-05
2016-09-30,2003101,0.00013147653252035388
2016-12-31,2003101,0.00016083787363447798
2017-03-31,2003101,3.134862599958333e-05
2017-06-30,2003101,1.787962568381768e-05
2017-09-30,2003101,0.00022763475791340624
2017-12-31,2003101,0.00014915033345569962
2018-03-31,2003101,2.51264820485132e-05
2018-06-30,2003101,8.698950589824192e-06
2018-09-30,2003101,3.743063805203996e-06
2018-12-31,2003101,5.2330007398979896e-06
2019-03-31,2003101,6.934690952849818e-06
2019-06-30,2003101,2.853153020434741e-05
2019-09-30,2003101,4.513495634839068e-05
2019-12-31,2003101,6.373913606791438e-06
2020-03-31,2003101,1.9113309481677886e-05
2020-06-30,2003101,1.0729271760353733e-05
2010-06-30,2003121,0.00012535765078183986
2010-09-30,2003121,5.0729475766700737e-05
2010-12-31,2003121,8.384620018971861e-05
2011-03-31,2003121,6.126403590133484e-05
2011-06-30,2003121,2.4128152846596162e-05
2011-09-30,2003121,0.002535860796605043
2011-12-31,2003121,0.03478603899311322
2012-03-31,2003121,0.014321553319208731
2012-06-30,2003121,0.003934560186169535
2012-09-30,2003121,0.007078270865918805
2012-12-31,2003121,0.0017298354786147794
2013-03-31,2003121,0.0015730042949776905
2013-06-30,2003121,0.0006717310720913691
2013-09-30,2003121,0.002621357429239736
2013-12-31,2003121,0.0007863105521922834
2014-03-31,2003121,0.0016748265377526284
2014-06-30,2003121,0.002300491168780117
2014-09-30,2003121,0.0017105197408546675
2014-12-31,2003121,0.004605347884627425
2015-03-31,2003121,0.011755713677929136
2015-06-30,2003121,0.006380034465509599
2015-09-30,2003121,0.007633536605017058
2015-12-31,2003121,0.03520831655355273
2016-03-31,2003121,0.03835678531785346
2016-06-30,2003121,0.06828195133941642
2016-09-30,2003121,0.0010372487237183764
2016-12-31,2003121,5.852912707178283e-06
2017-03-31,2003121,2.4941736078040044e-06
2017-06-30,2003121,3.4468392525481576e-06
2017-09-30,2003121,2.647449535924944e-06
2017-12-31,2003121,2.461688729414552e-06
2018-03-31,2003121,1.619757406427673e-05
2018-06-30,2003121,8.586396278816007e-07
2018-09-30,2003121,0.005186754208043474
2018-12-31,2003121,0.0055370316385711955
2019-03-31,2003121,1.483627332508929e-06
2019-06-30,2003121,0.0019524246335328472
2019-09-30,2003121,0.0017584794541975605
2019-12-31,2003121,0.0005125884127744991
2020-03-31,2003121,0.003317076492673209
2020-06-30,2003121,0.0008143654473206103
2010-06-30,2003131,1.828140418522271e-06
2010-09-30,2003131,6.322625088624777e-08
2010-12-31,2003131,4.584465693742273e-08
2011-03-31,2003131,5.37346113922391e-08
2011-06-30,2003131,4.1649683219820926e-08
2011-09-30,2003131,8.467102823602028e-08
2011-12-31,2003131,5.328961454210424e-08
2012-03-31,2003131,9.040020100057473e-08
2012-06-30,2003131,4.983655574028836e-08
2012-09-30,2003131,4.1387107229569285e-08
2012-12-31,2003131,7.57039584514045e-08
2013-03-31,2003131,2.683805734325478e-07
2013-06-30,2003131,6.672909107506451e-08
2013-09-30,2003131,5.8491685817911624e-08
2013-12-31,2003131,2.2390912544589964e-07
2014-03-31,2003131,2.2826609689751181e-07
2014-06-30,2003131,1.7916263361482886e-07
2014-09-30,2003131,5.561328218534887e-08
2014-12-31,2003131,7.275204785082732e-08
2015-03-31,2003131,8.867010877948487e-08
2015-06-30,2003131,8.696481463554531e-08
2015-09-30,2003131,1.0481308269024187e-07
2015-12-31,2003131,6.661271439197478e-08
2016-03-31,2003131,9.634657673991943e-08
2016-06-30,2003131,8.420244118487938e-08
2016-09-30,2003131,1.0032579312680508e-07
2016-12-31,2003131,8.261459578804273e-08
2017-03-31,2003131,7.244536710026244e-08
2017-06-30,2003131,5.8346795336439525e-08
2017-09-30,2003131,6.880024397903549e-08
2017-12-31,2003131,5.175772917876668e-08
2018-03-31,2003131,9.997135360629852e-08
2018-06-30,2003131,7.983649248982834e-08
2018-09-30,2003131,9.330261170299717e-08
2018-12-31,2003131,7.39360551994874e-08
2019-03-31,2003131,6.744440009825716e-08
2019-06-30,2003131,6.022450360964054e-08
